ID,Price,Rent Estimate,Bathrooms,Bedrooms,Living Area,Street Name,City,Zip,Pool
BBLlag854735,5895000,22993,7,7,5734,Lagunita Ln,Big Bear Lake,92315,FALSE
BBLelm630035,589000,2999,2,3,1520,Elm St,Big Bear Lake,92315,FALSE
BBLcas202903,1490000,6735,4,4,3300,Castle Crag Rd,Big Bear Lake,92315,FALSE
BBLeve528418,799900,3129,4,4,1970,Evergreen Dr,Big Bear Lake,92315,FALSE
BBLcov803102,1200000,5297,3,3,1708,Cove Dr,Big Bear Lake,92315,FALSE
BBLlak963931,799999,2650,3,3,1570,Lakeview Dr,Big Bear Lake,92315,FALSE
BBLalp317860,759500,3141,2,3,1880,Alpenweg Dr,Big Bear Lake,92315,FALSE
BBLla 424031,649900,2314,2,3,1119,La Placida Ave,Big Bear Lake,92315,FALSE
BBLtal771725,665000,2878,2,3,1646,Talmadge Rd,Big Bear Lake,92315,FALSE
BBLgib152098,1199999,4902,2,4,1273,Gibralter Rd,Big Bear Lake,92315,FALSE
BBLeag203332,1400000,5594,4,4,3453,Eagle Ridge Dr,Big Bear Lake,92315,FALSE
BBLsan624998,700000,2999,2,3,1746,Santa Clara Blvd,Big Bear Lake,92315,FALSE
BBLchi184081,650000,2999,2,4,2160,Chincapin Rd,Big Bear Lake,92315,FALSE
BBLlag497946,1724000,7906,5,5,5210,Lagunita Ln,Big Bear Lake,92315,FALSE
BBLmen205519,1199900,4837,4,5,3087,Menlo Dr,Big Bear Lake,92315,FALSE
BBLgle159104,699000,2598,3,3,1456,Glenview Rd,Big Bear Lake,92315,FALSE
BBLmoo979514,699950,2999,2,3,1548,Moonridge Rd,Big Bear Lake,92315,FALSE
BBLchi835427,635000,3195,3,3,1862,Chipmunk Ln,Big Bear Lake,92315,FALSE
BBLgle353918,1799900,7918,6,5,4084,Glenwood Dr,Big Bear Lake,92315,FALSE
BBLlag884448,1249000,4993,2,4,2416,Lagunita Ln,Big Bear Lake,92315,FALSE
BBLwin306091,1799000,8710,4,4,5849,Windsong Pl,Big Bear Lake,92315,FALSE
BBLshe821970,1495999,6000,7,5,4925,Sheephorn Rd,Big Bear Lake,92315,FALSE
BBLtea778653,995000,4085,3,3,2200,Teakwood Dr,Big Bear Lake,92315,FALSE
BBLtan326150,998750,4336,4,5,2827,Tanager Dr,Big Bear Lake,92315,FALSE
BBLsan738980,629000,2499,2,3,1340,Sand Canyon Rd,Big Bear Lake,92315,FALSE
BBLava723199,674999,2929,2,3,1440,Avalon Rd,Big Bear Lake,92315,FALSE
BBLray284129,749900,2629,2,3,1431,Rayo Ln,Big Bear Lake,92315,FALSE
BBLmen161828,579900,2199,2,3,1120,Mendocino Dr,Big Bear Lake,92315,FALSE
BBLwat652288,699995,2834,2,3,1700,Waterview Dr,Big Bear Lake,92315,FALSE
BBLtuo491839,899950,3499,3,4,2304,Tuolomne Rd,Big Bear Lake,92315,FALSE
BBLcov617718,1049000,3093,4,4,1800,Cove Dr,Big Bear Lake,92315,FALSE
BBLrid452547,1449999,,4,3,2663,Ridge Crest Dr,Big Bear Lake,92315,FALSE
BBLeag245785,867500,3858,3,3,2264,Eagle Dr,Big Bear Lake,92315,FALSE
BBLtan678281,949900,3984,3,4,3604,Tannenbaum Dr,Big Bear Lake,92315,FALSE
BBLsun837659,625000,2849,2,3,1420,Sunset Dr,Big Bear Lake,92315,FALSE
BBLeag110045,1880000,4800,3,3,4227,Eagle Dr,Big Bear Lake,92315,FALSE
BBLgle678953,1299000,5159,3,5,3819,Glenwood Dr,Big Bear Lake,92315,FALSE
BBLcam494399,895000,2999,2,3,1850,Cameron Dr,Big Bear Lake,92315,FALSE
BBLswi427869,1899900,8127,7,6,3792,Switzerland Dr,Big Bear Lake,92315,FALSE
BBLsta604331,1749000,4175,4,4,3285,Starlight Cir,Big Bear Lake,92315,FALSE
BBLgle682746,1549000,6179,5,6,3700,Glenwood Dr,Big Bear Lake,92315,FALSE
BBLcie799125,975000,2440,2,4,1516,Cienega Rd,Big Bear Lake,92315,FALSE
JTcre878309,399000,1897,2,3,1100,Crest Cir,Joshua Tree,92252,TRUE
JTave786602,769000,2901,3,4,1871,Avenida Del Sol,Joshua Tree,92252,TRUE
JTgol426692,1560000,1823,3,3,1538,Gold Nugget Ave,Joshua Tree,92252,TRUE
JTval179100,691000,2425,2,3,1909,Valley View Cir,Joshua Tree,92252,TRUE
JThig679196,949000,2570,3,3,1600,Highland View Dr,Joshua Tree,92252,TRUE
JTfox123775,1100000,3211,2,3,1968,Foxy Flats Rd,Joshua Tree,92252,TRUE
JTmel208435,1450000,1545,3,3,1785,Melton Trl,Joshua Tree,92252,TRUE
JTcen319750,2100000,,3,3,2160,Center Ave,Joshua Tree,92252,TRUE
JTbel156395,925000,3111,2,3,2071,Belmont St,Joshua Tree,92252,TRUE
JTlat816990,599000,2300,2,3,1590,Latham Trl,Joshua Tree,92252,TRUE
JTave998184,565000,1784,1,3,985,Avenida Del Sol,Joshua Tree,92252,TRUE
JTsun986169,625000,3375,3,3,1892,Sunny Vista Rd,Joshua Tree,92252,TRUE
JTsun814511,645000,2570,2,3,1923,Sunny Vista Rd,Joshua Tree,92252,TRUE
JTsto375324,1100000,,4,4,2678,Stoney Crest Dr,Joshua Tree,92252,TRUE
JTsun468313,1800000,3499,4,4,2200,Sunfair Rd,Joshua Tree,92252,TRUE
YVwar582842,949000,3058,4,4,3542,Warren Vista Ave,Yucca Valley,92284,TRUE
YVcar669584,749000,2922,3,3,1678,Cardillo Trl,Yucca Valley,92284,TRUE
YVtaf216577,530000,2710,3,3,2134,Taft Ct,Yucca Valley,92284,TRUE
YVela616206,699000,3034,3,3,1929,Elata Ave,Yucca Valley,92284,TRUE
YVgol532825,525000,2199,2,3,1508,Goleta Ave,Yucca Valley,92284,TRUE
YVroc853456,775000,3539,2,3,2235,Rockaway Ave,Yucca Valley,92284,TRUE
YVrub478936,900000,2400,2,3,1764,Rubidoux Ave,Yucca Valley,92284,TRUE
YVpal146229,489900,2350,2,3,1530,Palomar Ave,Yucca Valley,92284,TRUE
YVchu112682,479000,2907,2,4,1820,Church St,Yucca Valley,92284,TRUE
YVona101308,285000,1829,1,3,750,Onaga Trl,Yucca Valley,92284,TRUE
YVsan563748,699000,3240,2,3,2809,Santa Barbara Dr,Yucca Valley,92284,TRUE
YVjav879334,489600,2362,2,3,1534,Java Dr,Yucca Valley,92284,TRUE
YVbon994440,545000,4217,5,5,2877,Bonanza Dr,Yucca Valley,92284,TRUE
YVarr265224,1100000,3410,2,3,2076,Arrowhead Dr,Yucca Valley,92284,TRUE
YVbon430329,499950,3204,3,4,2363,Bonanza Dr,Yucca Valley,92284,TRUE
